date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:12	1786732/1786732	---M--	200	added ('OK')	image/png	date:Mon,%2016%20May%202022%2012:00:07%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_2048x.png?v=1652412756	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_2048x7a9d.png	(from https://flybirdfitness.com/)
13:00:14	359/359	---MCZ	200	added ('OK')	text/css	date:Wed,%2011%20May%202022%2013:38:52%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-badge.css?v=13355740110280941121628668443	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-badgeb96d.css	(from https://flybirdfitness.com/)
13:00:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:13%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/template-collection.css?v=39004111562150752181625820662	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/template-collectioncef5.css	(from https://flybirdfitness.com/)
13:00:15	10632/10632	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2020:18:33%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/template-collection.css?v=39004111562150752181625820662	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/template-collectioncef5.css	(from https://flybirdfitness.com/)
13:00:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:15%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-card.css?v=76737481264555338161625820661	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-card3f44.css	(from https://flybirdfitness.com/)
13:00:15	4540/4540	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20May%202022%2011:39:19%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-card.css?v=76737481264555338161625820661	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-card3f44.css	(from https://flybirdfitness.com/)
13:00:17	197813/197813	---MCZ	200	added ('OK')	text/html	etag:cacheable:23cf7465e614227fbad53a98cb8e104e	https://flybirdfitness.com/collections/featured-collection	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/collections/featured-collection.html	(from https://flybirdfitness.com/)
13:00:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:18%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/products/WorkoutAtHome_533x.png?v=1606917658	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/products/WorkoutAtHome_533xbef3.png	(from https://flybirdfitness.com/)
13:00:19	208833/208833	---MCZ	200	added ('OK')	text/html	etag:cacheable:089ceee469d9270e40e6f0af1280f62b	https://flybirdfitness.com/products/flybird-adjustable-weight-bench-with-waist-pad	C:/Users/radou/Desktop/flybirdfitness.com/flybirdfitness.com/products/flybird-adjustable-weight-bench-with-waist-pad.html	(from https://flybirdfitness.com/)
13:00:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:20%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/products/ExerciseWithFoldableBench_533x.png?v=1606917659	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/products/ExerciseWithFoldableBench_533xedc7.png	(from https://flybirdfitness.com/)
